model,pooling,match_strategy,C,seed,auc,test_pos,test_neg,embedding_dim,n_pairs_sampled,n_pairs_total,runtime_sec
dinov3-vitl16,patch_gem,random,10.0,23,0.936711,75,75,1024,250,265,0.55
dinov3-vitl16,patch_gem,random,0.01,99,0.921764,76,74,1024,250,265,0.55
dinov3-vitl16,patch_gem,random,0.1,99,0.923898,76,74,1024,250,265,0.55
dinov3-vitl16,patch_gem,random,1.0,99,0.922297,76,74,1024,250,265,0.55
dinov3-vitl16,patch_gem,random,10.0,99,0.918208,76,74,1024,250,265,0.55
dinov3-vitl16,patch_gem,random,0.01,1234,0.928889,75,75,1024,250,265,0.55
dinov3-vitl16,patch_gem,random,0.1,1234,0.935111,75,75,1024,250,265,0.55
dinov3-vitl16,patch_gem,random,1.0,1234,0.936356,75,75,1024,250,265,0.55
dinov3-vitl16,patch_gem,random,10.0,1234,0.936356,75,75,1024,250,265,0.55
dinov3-vitl16,cls_patch,clip_matched,0.01,42,0.917867,75,75,2048,250,265,5.8
dinov3-vitl16,cls_patch,clip_matched,0.1,42,0.9136,75,75,2048,250,265,5.8
dinov3-vitl16,cls_patch,clip_matched,1.0,42,0.912889,75,75,2048,250,265,5.8
dinov3-vitl16,cls_patch,clip_matched,10.0,42,0.908089,75,75,2048,250,265,5.8
dinov3-vitl16,cls_patch,clip_matched,0.01,7,0.943467,75,75,2048,250,265,5.8
dinov3-vitl16,cls_patch,clip_matched,0.1,7,0.938489,75,75,2048,250,265,5.8
dinov3-vitl16,cls_patch,clip_matched,1.0,7,0.936,75,75,2048,250,265,5.8
dinov3-vitl16,cls_patch,clip_matched,10.0,7,0.930489,75,75,2048,250,265,5.8
dinov3-vitl16,cls_patch,clip_matched,0.01,17,0.951289,75,75,2048,250,265,5.8
dinov3-vitl16,cls_patch,clip_matched,0.1,17,0.954489,75,75,2048,250,265,5.8
dinov3-vitl16,cls_patch,clip_matched,1.0,17,0.9568,75,75,2048,250,265,5.8
dinov3-vitl16,cls_patch,clip_matched,10.0,17,0.961956,75,75,2048,250,265,5.8
dinov3-vitl16,cls_patch,clip_matched,0.01,23,0.945778,75,75,2048,250,265,5.8
dinov3-vitl16,cls_patch,clip_matched,0.1,23,0.945244,75,75,2048,250,265,5.8
dinov3-vitl16,cls_patch,clip_matched,1.0,23,0.944889,75,75,2048,250,265,5.8
dinov3-vitl16,cls_patch,clip_matched,10.0,23,0.939378,75,75,2048,250,265,5.8
dinov3-vitl16,cls_patch,clip_matched,0.01,99,0.947378,75,75,2048,250,265,5.8
dinov3-vitl16,cls_patch,clip_matched,0.1,99,0.945422,75,75,2048,250,265,5.8
dinov3-vitl16,cls_patch,clip_matched,1.0,99,0.943822,75,75,2048,250,265,5.8
dinov3-vitl16,cls_patch,clip_matched,10.0,99,0.942578,75,75,2048,250,265,5.8
dinov3-vitl16,cls_patch,clip_matched,0.01,1234,0.929956,75,75,2048,250,265,5.8
dinov3-vitl16,cls_patch,clip_matched,0.1,1234,0.932444,75,75,2048,250,265,5.8
dinov3-vitl16,cls_patch,clip_matched,1.0,1234,0.932089,75,75,2048,250,265,5.8
dinov3-vitl16,cls_patch,clip_matched,10.0,1234,0.935289,75,75,2048,250,265,5.8
dinov3-vitl16,cls_patch,aspect_matched,0.01,42,0.941156,75,75,2048,250,265,10.92
dinov3-vitl16,cls_patch,aspect_matched,0.1,42,0.941156,75,75,2048,250,265,10.92
dinov3-vitl16,cls_patch,aspect_matched,1.0,42,0.940444,75,75,2048,250,265,10.92
dinov3-vitl16,cls_patch,aspect_matched,10.0,42,0.937422,75,75,2048,250,265,10.92
dinov3-vitl16,cls_patch,aspect_matched,0.01,7,0.949333,75,75,2048,250,265,10.92
dinov3-vitl16,cls_patch,aspect_matched,0.1,7,0.949333,75,75,2048,250,265,10.92
dinov3-vitl16,cls_patch,aspect_matched,1.0,7,0.946489,75,75,2048,250,265,10.92
dinov3-vitl16,cls_patch,aspect_matched,10.0,7,0.942756,75,75,2048,250,265,10.92
dinov3-vitl16,cls_patch,aspect_matched,0.01,17,0.952178,75,75,2048,250,265,10.92
dinov3-vitl16,cls_patch,aspect_matched,0.1,17,0.9536,75,75,2048,250,265,10.92
dinov3-vitl16,cls_patch,aspect_matched,1.0,17,0.952533,75,75,2048,250,265,10.92
dinov3-vitl16,cls_patch,aspect_matched,10.0,17,0.951111,75,75,2048,250,265,10.92
dinov3-vitl16,cls_patch,aspect_matched,0.01,23,0.968178,75,75,2048,250,265,10.92
dinov3-vitl16,cls_patch,aspect_matched,0.1,23,0.967644,75,75,2048,250,265,10.92
dinov3-vitl16,cls_patch,aspect_matched,1.0,23,0.966222,75,75,2048,250,265,10.92
dinov3-vitl16,cls_patch,aspect_matched,10.0,23,0.963556,75,75,2048,250,265,10.92
dinov3-vitl16,cls_patch,aspect_matched,0.01,99,0.954836,74,76,2048,250,265,10.92
dinov3-vitl16,cls_patch,aspect_matched,0.1,99,0.950391,74,76,2048,250,265,10.92
dinov3-vitl16,cls_patch,aspect_matched,1.0,99,0.947724,74,76,2048,250,265,10.92
dinov3-vitl16,cls_patch,aspect_matched,10.0,99,0.94399,74,76,2048,250,265,10.92
dinov3-vitl16,cls_patch,aspect_matched,0.01,1234,0.949511,75,75,2048,250,265,10.92
dinov3-vitl16,cls_patch,aspect_matched,0.1,1234,0.9472,75,75,2048,250,265,10.92
dinov3-vitl16,cls_patch,aspect_matched,1.0,1234,0.948267,75,75,2048,250,265,10.92
dinov3-vitl16,cls_patch,aspect_matched,10.0,1234,0.9456,75,75,2048,250,265,10.92
dinov3-vitl16,cls_patch,random,0.01,42,0.9312,75,75,2048,250,265,16.0
dinov3-vitl16,cls_patch,random,0.1,42,0.931022,75,75,2048,250,265,16.0
dinov3-vitl16,cls_patch,random,1.0,42,0.928889,75,75,2048,250,265,16.0
dinov3-vitl16,cls_patch,random,10.0,42,0.928,75,75,2048,250,265,16.0
dinov3-vitl16,cls_patch,random,0.01,7,0.961956,75,75,2048,250,265,16.0
dinov3-vitl16,cls_patch,random,0.1,7,0.958756,75,75,2048,250,265,16.0
dinov3-vitl16,cls_patch,random,1.0,7,0.956267,75,75,2048,250,265,16.0
dinov3-vitl16,cls_patch,random,10.0,7,0.951289,75,75,2048,250,265,16.0
dinov3-vitl16,cls_patch,random,0.01,17,0.934933,75,75,2048,250,265,16.0
dinov3-vitl16,cls_patch,random,0.1,17,0.936533,75,75,2048,250,265,16.0
dinov3-vitl16,cls_patch,random,1.0,17,0.936533,75,75,2048,250,265,16.0
dinov3-vitl16,cls_patch,random,10.0,17,0.936711,75,75,2048,250,265,16.0
dinov3-vitl16,cls_patch,random,0.01,23,0.944178,75,75,2048,250,265,16.0
dinov3-vitl16,cls_patch,random,0.1,23,0.945067,75,75,2048,250,265,16.0
dinov3-vitl16,cls_patch,random,1.0,23,0.944178,75,75,2048,250,265,16.0
dinov3-vitl16,cls_patch,random,10.0,23,0.945956,75,75,2048,250,265,16.0
dinov3-vitl16,cls_patch,random,0.01,99,0.940967,76,74,2048,250,265,16.0
dinov3-vitl16,cls_patch,random,0.1,99,0.941323,76,74,2048,250,265,16.0
dinov3-vitl16,cls_patch,random,1.0,99,0.939545,76,74,2048,250,265,16.0
dinov3-vitl16,cls_patch,random,10.0,99,0.937945,76,74,2048,250,265,16.0
dinov3-vitl16,cls_patch,random,0.01,1234,0.930489,75,75,2048,250,265,16.0
dinov3-vitl16,cls_patch,random,0.1,1234,0.933333,75,75,2048,250,265,16.0
dinov3-vitl16,cls_patch,random,1.0,1234,0.934933,75,75,2048,250,265,16.0
dinov3-vitl16,cls_patch,random,10.0,1234,0.935289,75,75,2048,250,265,16.0
siglip-so400m,cls,clip_matched,0.01,42,0.734578,75,75,1152,250,265,0.31
siglip-so400m,cls,clip_matched,0.1,42,0.7312,75,75,1152,250,265,0.31
siglip-so400m,cls,clip_matched,1.0,42,0.728,75,75,1152,250,265,0.31
siglip-so400m,cls,clip_matched,10.0,42,0.7216,75,75,1152,250,265,0.31
siglip-so400m,cls,clip_matched,0.01,7,0.687644,75,75,1152,250,265,0.31
siglip-so400m,cls,clip_matched,0.1,7,0.680711,75,75,1152,250,265,0.31
siglip-so400m,cls,clip_matched,1.0,7,0.680356,75,75,1152,250,265,0.31
siglip-so400m,cls,clip_matched,10.0,7,0.683556,75,75,1152,250,265,0.31
siglip-so400m,cls,clip_matched,0.01,17,0.714311,75,75,1152,250,265,0.31
siglip-so400m,cls,clip_matched,0.1,17,0.717333,75,75,1152,250,265,0.31
siglip-so400m,cls,clip_matched,1.0,17,0.715911,75,75,1152,250,265,0.31
siglip-so400m,cls,clip_matched,10.0,17,0.711289,75,75,1152,250,265,0.31
siglip-so400m,cls,clip_matched,0.01,23,0.683022,75,75,1152,250,265,0.31
siglip-so400m,cls,clip_matched,0.1,23,0.691022,75,75,1152,250,265,0.31
siglip-so400m,cls,clip_matched,1.0,23,0.696889,75,75,1152,250,265,0.31
siglip-so400m,cls,clip_matched,10.0,23,0.693422,75,75,1152,250,265,0.31
siglip-so400m,cls,clip_matched,0.01,99,0.665956,75,75,1152,250,265,0.31
siglip-so400m,cls,clip_matched,0.1,99,0.667556,75,75,1152,250,265,0.31
siglip-so400m,cls,clip_matched,1.0,99,0.668089,75,75,1152,250,265,0.31
siglip-so400m,cls,clip_matched,10.0,99,0.6608,75,75,1152,250,265,0.31
siglip-so400m,cls,clip_matched,0.01,1234,0.664178,75,75,1152,250,265,0.31
siglip-so400m,cls,clip_matched,0.1,1234,0.670933,75,75,1152,250,265,0.31
siglip-so400m,cls,clip_matched,1.0,1234,0.671111,75,75,1152,250,265,0.31
siglip-so400m,cls,clip_matched,10.0,1234,0.680178,75,75,1152,250,265,0.31
siglip-so400m,cls,aspect_matched,0.01,42,0.717867,75,75,1152,250,265,0.57
siglip-so400m,cls,aspect_matched,0.1,42,0.726933,75,75,1152,250,265,0.57
siglip-so400m,cls,aspect_matched,1.0,42,0.726933,75,75,1152,250,265,0.57
siglip-so400m,cls,aspect_matched,10.0,42,0.720178,75,75,1152,250,265,0.57
siglip-so400m,cls,aspect_matched,0.01,7,0.785956,75,75,1152,250,265,0.57
siglip-so400m,cls,aspect_matched,0.1,7,0.787911,75,75,1152,250,265,0.57
siglip-so400m,cls,aspect_matched,1.0,7,0.792178,75,75,1152,250,265,0.57
siglip-so400m,cls,aspect_matched,10.0,7,0.792356,75,75,1152,250,265,0.57
siglip-so400m,cls,aspect_matched,0.01,17,0.693511,75,75,1152,250,265,0.57
siglip-so400m,cls,aspect_matched,0.1,17,0.699022,75,75,1152,250,265,0.57
siglip-so400m,cls,aspect_matched,1.0,17,0.695111,75,75,1152,250,265,0.57
siglip-so400m,cls,aspect_matched,10.0,17,0.6848,75,75,1152,250,265,0.57
siglip-so400m,cls,aspect_matched,0.01,23,0.739733,75,75,1152,250,265,0.57
siglip-so400m,cls,aspect_matched,0.1,23,0.724089,75,75,1152,250,265,0.57
siglip-so400m,cls,aspect_matched,1.0,23,0.709511,75,75,1152,250,265,0.57
siglip-so400m,cls,aspect_matched,10.0,23,0.695556,75,75,1152,250,265,0.57
siglip-so400m,cls,aspect_matched,0.01,99,0.676565,74,76,1152,250,265,0.57
siglip-so400m,cls,aspect_matched,0.1,99,0.680477,74,76,1152,250,265,0.57
siglip-so400m,cls,aspect_matched,1.0,99,0.674253,74,76,1152,250,265,0.57
siglip-so400m,cls,aspect_matched,10.0,99,0.670519,74,76,1152,250,265,0.57
siglip-so400m,cls,aspect_matched,0.01,1234,0.740444,75,75,1152,250,265,0.57
siglip-so400m,cls,aspect_matched,0.1,1234,0.724089,75,75,1152,250,265,0.57
siglip-so400m,cls,aspect_matched,1.0,1234,0.7168,75,75,1152,250,265,0.57
siglip-so400m,cls,aspect_matched,10.0,1234,0.7104,75,75,1152,250,265,0.57
siglip-so400m,cls,random,0.01,42,0.733156,75,75,1152,250,265,0.82
siglip-so400m,cls,random,0.1,42,0.723556,75,75,1152,250,265,0.82
siglip-so400m,cls,random,1.0,42,0.7136,75,75,1152,250,265,0.82
siglip-so400m,cls,random,10.0,42,0.705956,75,75,1152,250,265,0.82
siglip-so400m,cls,random,0.01,7,0.732444,75,75,1152,250,265,0.82
siglip-so400m,cls,random,0.1,7,0.732267,75,75,1152,250,265,0.82
siglip-so400m,cls,random,1.0,7,0.736356,75,75,1152,250,265,0.82
siglip-so400m,cls,random,10.0,7,0.7344,75,75,1152,250,265,0.82
siglip-so400m,cls,random,0.01,17,0.697422,75,75,1152,250,265,0.82
siglip-so400m,cls,random,0.1,17,0.702756,75,75,1152,250,265,0.82
siglip-so400m,cls,random,1.0,17,0.702933,75,75,1152,250,265,0.82
siglip-so400m,cls,random,10.0,17,0.700622,75,75,1152,250,265,0.82
siglip-so400m,cls,random,0.01,23,0.737067,75,75,1152,250,265,0.82
siglip-so400m,cls,random,0.1,23,0.734756,75,75,1152,250,265,0.82
siglip-so400m,cls,random,1.0,23,0.728889,75,75,1152,250,265,0.82
siglip-so400m,cls,random,10.0,23,0.730844,75,75,1152,250,265,0.82
siglip-so400m,cls,random,0.01,99,0.675853,76,74,1152,250,265,0.82
siglip-so400m,cls,random,0.1,99,0.660917,76,74,1152,250,265,0.82
siglip-so400m,cls,random,1.0,99,0.655939,76,74,1152,250,265,0.82
siglip-so400m,cls,random,10.0,99,0.661451,76,74,1152,250,265,0.82
siglip-so400m,cls,random,0.01,1234,0.733333,75,75,1152,250,265,0.82
siglip-so400m,cls,random,0.1,1234,0.738844,75,75,1152,250,265,0.82
siglip-so400m,cls,random,1.0,1234,0.738667,75,75,1152,250,265,0.82
siglip-so400m,cls,random,10.0,1234,0.735111,75,75,1152,250,265,0.82
siglip-so400m,patch_mean,clip_matched,0.01,42,0.891378,75,75,1152,250,265,0.33
siglip-so400m,patch_mean,clip_matched,0.1,42,0.885511,75,75,1152,250,265,0.33
siglip-so400m,patch_mean,clip_matched,1.0,42,0.879111,75,75,1152,250,265,0.33
siglip-so400m,patch_mean,clip_matched,10.0,42,0.884622,75,75,1152,250,265,0.33
siglip-so400m,patch_mean,clip_matched,0.01,7,0.869689,75,75,1152,250,265,0.33
siglip-so400m,patch_mean,clip_matched,0.1,7,0.875556,75,75,1152,250,265,0.33
siglip-so400m,patch_mean,clip_matched,1.0,7,0.873244,75,75,1152,250,265,0.33
siglip-so400m,patch_mean,clip_matched,10.0,7,0.872178,75,75,1152,250,265,0.33
siglip-so400m,patch_mean,clip_matched,0.01,17,0.871644,75,75,1152,250,265,0.33
siglip-so400m,patch_mean,clip_matched,0.1,17,0.860978,75,75,1152,250,265,0.33
siglip-so400m,patch_mean,clip_matched,1.0,17,0.853511,75,75,1152,250,265,0.33
siglip-so400m,patch_mean,clip_matched,10.0,17,0.850667,75,75,1152,250,265,0.33
siglip-so400m,patch_mean,clip_matched,0.01,23,0.907022,75,75,1152,250,265,0.33
siglip-so400m,patch_mean,clip_matched,0.1,23,0.894044,75,75,1152,250,265,0.33
siglip-so400m,patch_mean,clip_matched,1.0,23,0.883911,75,75,1152,250,265,0.33
siglip-so400m,patch_mean,clip_matched,10.0,23,0.881422,75,75,1152,250,265,0.33
siglip-so400m,patch_mean,clip_matched,0.01,99,0.885867,75,75,1152,250,265,0.33
siglip-so400m,patch_mean,clip_matched,0.1,99,0.892089,75,75,1152,250,265,0.33
siglip-so400m,patch_mean,clip_matched,1.0,99,0.891556,75,75,1152,250,265,0.33
siglip-so400m,patch_mean,clip_matched,10.0,99,0.895467,75,75,1152,250,265,0.33
siglip-so400m,patch_mean,clip_matched,0.01,1234,0.8864,75,75,1152,250,265,0.33
siglip-so400m,patch_mean,clip_matched,0.1,1234,0.883733,75,75,1152,250,265,0.33
siglip-so400m,patch_mean,clip_matched,1.0,1234,0.881067,75,75,1152,250,265,0.33
siglip-so400m,patch_mean,clip_matched,10.0,1234,0.883733,75,75,1152,250,265,0.33
siglip-so400m,patch_mean,aspect_matched,0.01,42,0.9168,75,75,1152,250,265,0.61
siglip-so400m,patch_mean,aspect_matched,0.1,42,0.912356,75,75,1152,250,265,0.61
siglip-so400m,patch_mean,aspect_matched,1.0,42,0.906311,75,75,1152,250,265,0.61
siglip-so400m,patch_mean,aspect_matched,10.0,42,0.906311,75,75,1152,250,265,0.61
siglip-so400m,patch_mean,aspect_matched,0.01,7,0.869156,75,75,1152,250,265,0.61
siglip-so400m,patch_mean,aspect_matched,0.1,7,0.866667,75,75,1152,250,265,0.61
siglip-so400m,patch_mean,aspect_matched,1.0,7,0.858311,75,75,1152,250,265,0.61
siglip-so400m,patch_mean,aspect_matched,10.0,7,0.859556,75,75,1152,250,265,0.61
siglip-so400m,patch_mean,aspect_matched,0.01,17,0.878756,75,75,1152,250,265,0.61
siglip-so400m,patch_mean,aspect_matched,0.1,17,0.868978,75,75,1152,250,265,0.61
siglip-so400m,patch_mean,aspect_matched,1.0,17,0.863644,75,75,1152,250,265,0.61
siglip-so400m,patch_mean,aspect_matched,10.0,17,0.867733,75,75,1152,250,265,0.61
siglip-so400m,patch_mean,aspect_matched,0.01,23,0.906133,75,75,1152,250,265,0.61
siglip-so400m,patch_mean,aspect_matched,0.1,23,0.889422,75,75,1152,250,265,0.61
siglip-so400m,patch_mean,aspect_matched,1.0,23,0.879111,75,75,1152,250,265,0.61
siglip-so400m,patch_mean,aspect_matched,10.0,23,0.8816,75,75,1152,250,265,0.61
siglip-so400m,patch_mean,aspect_matched,0.01,99,0.881223,74,76,1152,250,265,0.61
siglip-so400m,patch_mean,aspect_matched,0.1,99,0.88069,74,76,1152,250,265,0.61
siglip-so400m,patch_mean,aspect_matched,1.0,99,0.875178,74,76,1152,250,265,0.61
siglip-so400m,patch_mean,aspect_matched,10.0,99,0.876422,74,76,1152,250,265,0.61
siglip-so400m,patch_mean,aspect_matched,0.01,1234,0.922844,75,75,1152,250,265,0.61
siglip-so400m,patch_mean,aspect_matched,0.1,1234,0.902933,75,75,1152,250,265,0.61
siglip-so400m,patch_mean,aspect_matched,1.0,1234,0.892089,75,75,1152,250,265,0.61
siglip-so400m,patch_mean,aspect_matched,10.0,1234,0.8944,75,75,1152,250,265,0.61
siglip-so400m,patch_mean,random,0.01,42,0.9104,75,75,1152,250,265,0.89
siglip-so400m,patch_mean,random,0.1,42,0.909689,75,75,1152,250,265,0.89
siglip-so400m,patch_mean,random,1.0,42,0.907733,75,75,1152,250,265,0.89
siglip-so400m,patch_mean,random,10.0,42,0.910933,75,75,1152,250,265,0.89
siglip-so400m,patch_mean,random,0.01,7,0.891022,75,75,1152,250,265,0.89
siglip-so400m,patch_mean,random,0.1,7,0.891022,75,75,1152,250,265,0.89
siglip-so400m,patch_mean,random,1.0,7,0.886933,75,75,1152,250,265,0.89
siglip-so400m,patch_mean,random,10.0,7,0.886578,75,75,1152,250,265,0.89
siglip-so400m,patch_mean,random,0.01,17,0.864178,75,75,1152,250,265,0.89
siglip-so400m,patch_mean,random,0.1,17,0.873422,75,75,1152,250,265,0.89
siglip-so400m,patch_mean,random,1.0,17,0.8704,75,75,1152,250,265,0.89
siglip-so400m,patch_mean,random,10.0,17,0.878222,75,75,1152,250,265,0.89
siglip-so400m,patch_mean,random,0.01,23,0.907378,75,75,1152,250,265,0.89
siglip-so400m,patch_mean,random,0.1,23,0.8944,75,75,1152,250,265,0.89
siglip-so400m,patch_mean,random,1.0,23,0.8864,75,75,1152,250,265,0.89
siglip-so400m,patch_mean,random,10.0,23,0.881156,75,75,1152,250,265,0.89
siglip-so400m,patch_mean,random,0.01,99,0.895804,76,74,1152,250,265,0.89
siglip-so400m,patch_mean,random,0.1,99,0.900071,76,74,1152,250,265,0.89
siglip-so400m,patch_mean,random,1.0,99,0.897048,76,74,1152,250,265,0.89
siglip-so400m,patch_mean,random,10.0,99,0.89936,76,74,1152,250,265,0.89
siglip-so400m,patch_mean,random,0.01,1234,0.886222,75,75,1152,250,265,0.89
siglip-so400m,patch_mean,random,0.1,1234,0.885156,75,75,1152,250,265,0.89
siglip-so400m,patch_mean,random,1.0,1234,0.878756,75,75,1152,250,265,0.89
siglip-so400m,patch_mean,random,10.0,1234,0.879822,75,75,1152,250,265,0.89
siglip-so400m,patch_gem,clip_matched,0.01,42,0.8928,75,75,1152,250,265,0.29
siglip-so400m,patch_gem,clip_matched,0.1,42,0.881422,75,75,1152,250,265,0.29
siglip-so400m,patch_gem,clip_matched,1.0,42,0.874489,75,75,1152,250,265,0.29
siglip-so400m,patch_gem,clip_matched,10.0,42,0.878756,75,75,1152,250,265,0.29
siglip-so400m,patch_gem,clip_matched,0.01,7,0.864533,75,75,1152,250,265,0.29
siglip-so400m,patch_gem,clip_matched,0.1,7,0.861867,75,75,1152,250,265,0.29
siglip-so400m,patch_gem,clip_matched,1.0,7,0.855644,75,75,1152,250,265,0.29
siglip-so400m,patch_gem,clip_matched,10.0,7,0.855644,75,75,1152,250,265,0.29
siglip-so400m,patch_gem,clip_matched,0.01,17,0.875378,75,75,1152,250,265,0.29
siglip-so400m,patch_gem,clip_matched,0.1,17,0.867022,75,75,1152,250,265,0.29
siglip-so400m,patch_gem,clip_matched,1.0,17,0.858133,75,75,1152,250,265,0.29
siglip-so400m,patch_gem,clip_matched,10.0,17,0.858133,75,75,1152,250,265,0.29
siglip-so400m,patch_gem,clip_matched,0.01,23,0.912,75,75,1152,250,265,0.29
siglip-so400m,patch_gem,clip_matched,0.1,23,0.904533,75,75,1152,250,265,0.29
siglip-so400m,patch_gem,clip_matched,1.0,23,0.894044,75,75,1152,250,265,0.29
siglip-so400m,patch_gem,clip_matched,10.0,23,0.900978,75,75,1152,250,265,0.29
siglip-so400m,patch_gem,clip_matched,0.01,99,0.888889,75,75,1152,250,265,0.29
siglip-so400m,patch_gem,clip_matched,0.1,99,0.894933,75,75,1152,250,265,0.29
siglip-so400m,patch_gem,clip_matched,1.0,99,0.8928,75,75,1152,250,265,0.29
siglip-so400m,patch_gem,clip_matched,10.0,99,0.896,75,75,1152,250,265,0.29
siglip-so400m,patch_gem,clip_matched,0.01,1234,0.875911,75,75,1152,250,265,0.29
siglip-so400m,patch_gem,clip_matched,0.1,1234,0.874667,75,75,1152,250,265,0.29
siglip-so400m,patch_gem,clip_matched,1.0,1234,0.873244,75,75,1152,250,265,0.29
siglip-so400m,patch_gem,clip_matched,10.0,1234,0.879467,75,75,1152,250,265,0.29
siglip-so400m,patch_gem,aspect_matched,0.01,42,0.916267,75,75,1152,250,265,0.54
siglip-so400m,patch_gem,aspect_matched,0.1,42,0.913778,75,75,1152,250,265,0.54
siglip-so400m,patch_gem,aspect_matched,1.0,42,0.908978,75,75,1152,250,265,0.54
siglip-so400m,patch_gem,aspect_matched,10.0,42,0.909156,75,75,1152,250,265,0.54
siglip-so400m,patch_gem,aspect_matched,0.01,7,0.872533,75,75,1152,250,265,0.54
siglip-so400m,patch_gem,aspect_matched,0.1,7,0.861333,75,75,1152,250,265,0.54
siglip-so400m,patch_gem,aspect_matched,1.0,7,0.8576,75,75,1152,250,265,0.54
siglip-so400m,patch_gem,aspect_matched,10.0,7,0.852978,75,75,1152,250,265,0.54
siglip-so400m,patch_gem,aspect_matched,0.01,17,0.871822,75,75,1152,250,265,0.54
siglip-so400m,patch_gem,aspect_matched,0.1,17,0.864356,75,75,1152,250,265,0.54
siglip-so400m,patch_gem,aspect_matched,1.0,17,0.860978,75,75,1152,250,265,0.54
siglip-so400m,patch_gem,aspect_matched,10.0,17,0.863911,75,75,1152,250,265,0.54
siglip-so400m,patch_gem,aspect_matched,0.01,23,0.906489,75,75,1152,250,265,0.54
siglip-so400m,patch_gem,aspect_matched,0.1,23,0.900267,75,75,1152,250,265,0.54
siglip-so400m,patch_gem,aspect_matched,1.0,23,0.896533,75,75,1152,250,265,0.54
siglip-so400m,patch_gem,aspect_matched,10.0,23,0.899378,75,75,1152,250,265,0.54
siglip-so400m,patch_gem,aspect_matched,0.01,99,0.875356,74,76,1152,250,265,0.54
siglip-so400m,patch_gem,aspect_matched,0.1,99,0.877489,74,76,1152,250,265,0.54
siglip-so400m,patch_gem,aspect_matched,1.0,99,0.873578,74,76,1152,250,265,0.54
siglip-so400m,patch_gem,aspect_matched,10.0,99,0.878112,74,76,1152,250,265,0.54
siglip-so400m,patch_gem,aspect_matched,0.01,1234,0.929244,75,75,1152,250,265,0.54
siglip-so400m,patch_gem,aspect_matched,0.1,1234,0.917156,75,75,1152,250,265,0.54
siglip-so400m,patch_gem,aspect_matched,1.0,1234,0.910044,75,75,1152,250,265,0.54
siglip-so400m,patch_gem,aspect_matched,10.0,1234,0.911467,75,75,1152,250,265,0.54
siglip-so400m,patch_gem,random,0.01,42,0.912889,75,75,1152,250,265,0.81
siglip-so400m,patch_gem,random,0.1,42,0.909689,75,75,1152,250,265,0.81
siglip-so400m,patch_gem,random,1.0,42,0.906489,75,75,1152,250,265,0.81
siglip-so400m,patch_gem,random,10.0,42,0.9056,75,75,1152,250,265,0.81
siglip-so400m,patch_gem,random,0.01,7,0.884622,75,75,1152,250,265,0.81
siglip-so400m,patch_gem,random,0.1,7,0.879822,75,75,1152,250,265,0.81
siglip-so400m,patch_gem,random,1.0,7,0.873778,75,75,1152,250,265,0.81
siglip-so400m,patch_gem,random,10.0,7,0.881067,75,75,1152,250,265,0.81
siglip-so400m,patch_gem,random,0.01,17,0.862756,75,75,1152,250,265,0.81
siglip-so400m,patch_gem,random,0.1,17,0.8656,75,75,1152,250,265,0.81
siglip-so400m,patch_gem,random,1.0,17,0.862222,75,75,1152,250,265,0.81
siglip-so400m,patch_gem,random,10.0,17,0.869511,75,75,1152,250,265,0.81
siglip-so400m,patch_gem,random,0.01,23,0.907733,75,75,1152,250,265,0.81
siglip-so400m,patch_gem,random,0.1,23,0.900267,75,75,1152,250,265,0.81
siglip-so400m,patch_gem,random,1.0,23,0.897244,75,75,1152,250,265,0.81
siglip-so400m,patch_gem,random,10.0,23,0.895822,75,75,1152,250,265,0.81
siglip-so400m,patch_gem,random,0.01,99,0.891892,76,74,1152,250,265,0.81
siglip-so400m,patch_gem,random,0.1,99,0.904694,76,74,1152,250,265,0.81
siglip-so400m,patch_gem,random,1.0,99,0.904516,76,74,1152,250,265,0.81
siglip-so400m,patch_gem,random,10.0,99,0.903272,76,74,1152,250,265,0.81
siglip-so400m,patch_gem,random,0.01,1234,0.8848,75,75,1152,250,265,0.81
siglip-so400m,patch_gem,random,0.1,1234,0.881244,75,75,1152,250,265,0.81
siglip-so400m,patch_gem,random,1.0,1234,0.876622,75,75,1152,250,265,0.81
siglip-so400m,patch_gem,random,10.0,1234,0.877867,75,75,1152,250,265,0.81
siglip-so400m,cls_patch,clip_matched,0.01,42,0.901156,75,75,2304,250,265,8.68
siglip-so400m,cls_patch,clip_matched,0.1,42,0.899378,75,75,2304,250,265,8.68
siglip-so400m,cls_patch,clip_matched,1.0,42,0.897778,75,75,2304,250,265,8.68
siglip-so400m,cls_patch,clip_matched,10.0,42,0.906489,75,75,2304,250,265,8.68
siglip-so400m,cls_patch,clip_matched,0.01,7,0.849422,75,75,2304,250,265,8.68
siglip-so400m,cls_patch,clip_matched,0.1,7,0.843911,75,75,2304,250,265,8.68
siglip-so400m,cls_patch,clip_matched,1.0,7,0.845511,75,75,2304,250,265,8.68
siglip-so400m,cls_patch,clip_matched,10.0,7,0.847644,75,75,2304,250,265,8.68
siglip-so400m,cls_patch,clip_matched,0.01,17,0.864533,75,75,2304,250,265,8.68
siglip-so400m,cls_patch,clip_matched,0.1,17,0.863644,75,75,2304,250,265,8.68
siglip-so400m,cls_patch,clip_matched,1.0,17,0.8608,75,75,2304,250,265,8.68
siglip-so400m,cls_patch,clip_matched,10.0,17,0.857956,75,75,2304,250,265,8.68
siglip-so400m,cls_patch,clip_matched,0.01,23,0.890667,75,75,2304,250,265,8.68
