model,pooling,match_strategy,C,seed,auc,test_pos,test_neg,embedding_dim,n_pairs_sampled,n_pairs_total,runtime_sec
dinov2-giant,patch_gem,aspect_matched,1.0,1234,0.927822,75,75,1536,250,265,9.92
dinov2-giant,patch_gem,aspect_matched,10.0,1234,0.9264,75,75,1536,250,265,9.92
dinov2-giant,patch_gem,random,0.01,42,0.894933,75,75,1536,250,265,14.83
dinov2-giant,patch_gem,random,0.1,42,0.890489,75,75,1536,250,265,14.83
dinov2-giant,patch_gem,random,1.0,42,0.889067,75,75,1536,250,265,14.83
dinov2-giant,patch_gem,random,10.0,42,0.883911,75,75,1536,250,265,14.83
dinov2-giant,patch_gem,random,0.01,7,0.9536,75,75,1536,250,265,14.83
dinov2-giant,patch_gem,random,0.1,7,0.953244,75,75,1536,250,265,14.83
dinov2-giant,patch_gem,random,1.0,7,0.952,75,75,1536,250,265,14.83
dinov2-giant,patch_gem,random,10.0,7,0.948978,75,75,1536,250,265,14.83
dinov2-giant,patch_gem,random,0.01,17,0.894756,75,75,1536,250,265,14.83
dinov2-giant,patch_gem,random,0.1,17,0.895289,75,75,1536,250,265,14.83
dinov2-giant,patch_gem,random,1.0,17,0.893511,75,75,1536,250,265,14.83
dinov2-giant,patch_gem,random,10.0,17,0.894578,75,75,1536,250,265,14.83
dinov2-giant,patch_gem,random,0.01,23,0.9408,75,75,1536,250,265,14.83
dinov2-giant,patch_gem,random,0.1,23,0.9392,75,75,1536,250,265,14.83
dinov2-giant,patch_gem,random,1.0,23,0.936711,75,75,1536,250,265,14.83
dinov2-giant,patch_gem,random,10.0,23,0.929244,75,75,1536,250,265,14.83
dinov2-giant,patch_gem,random,0.01,99,0.923542,76,74,1536,250,265,14.83
dinov2-giant,patch_gem,random,0.1,99,0.921764,76,74,1536,250,265,14.83
dinov2-giant,patch_gem,random,1.0,99,0.921942,76,74,1536,250,265,14.83
dinov2-giant,patch_gem,random,10.0,99,0.91963,76,74,1536,250,265,14.83
dinov2-giant,patch_gem,random,0.01,1234,0.910044,75,75,1536,250,265,14.83
dinov2-giant,patch_gem,random,0.1,1234,0.908267,75,75,1536,250,265,14.83
dinov2-giant,patch_gem,random,1.0,1234,0.905422,75,75,1536,250,265,14.83
dinov2-giant,patch_gem,random,10.0,1234,0.905422,75,75,1536,250,265,14.83
dinov2-giant,cls_patch,clip_matched,0.01,42,0.908267,75,75,3072,250,265,6.16
dinov2-giant,cls_patch,clip_matched,0.1,42,0.906667,75,75,3072,250,265,6.16
dinov2-giant,cls_patch,clip_matched,1.0,42,0.905778,75,75,3072,250,265,6.16
dinov2-giant,cls_patch,clip_matched,10.0,42,0.906489,75,75,3072,250,265,6.16
dinov2-giant,cls_patch,clip_matched,0.01,7,0.936533,75,75,3072,250,265,6.16
dinov2-giant,cls_patch,clip_matched,0.1,7,0.935467,75,75,3072,250,265,6.16
dinov2-giant,cls_patch,clip_matched,1.0,7,0.933333,75,75,3072,250,265,6.16
dinov2-giant,cls_patch,clip_matched,10.0,7,0.929244,75,75,3072,250,265,6.16
dinov2-giant,cls_patch,clip_matched,0.01,17,0.932267,75,75,3072,250,265,6.16
dinov2-giant,cls_patch,clip_matched,0.1,17,0.9328,75,75,3072,250,265,6.16
dinov2-giant,cls_patch,clip_matched,1.0,17,0.932622,75,75,3072,250,265,6.16
dinov2-giant,cls_patch,clip_matched,10.0,17,0.929244,75,75,3072,250,265,6.16
dinov2-giant,cls_patch,clip_matched,0.01,23,0.935467,75,75,3072,250,265,6.16
dinov2-giant,cls_patch,clip_matched,0.1,23,0.935644,75,75,3072,250,265,6.16
dinov2-giant,cls_patch,clip_matched,1.0,23,0.936,75,75,3072,250,265,6.16
dinov2-giant,cls_patch,clip_matched,10.0,23,0.936533,75,75,3072,250,265,6.16
dinov2-giant,cls_patch,clip_matched,0.01,99,0.931911,75,75,3072,250,265,6.16
dinov2-giant,cls_patch,clip_matched,0.1,99,0.931733,75,75,3072,250,265,6.16
dinov2-giant,cls_patch,clip_matched,1.0,99,0.931378,75,75,3072,250,265,6.16
dinov2-giant,cls_patch,clip_matched,10.0,99,0.930489,75,75,3072,250,265,6.16
dinov2-giant,cls_patch,clip_matched,0.01,1234,0.910044,75,75,3072,250,265,6.16
dinov2-giant,cls_patch,clip_matched,0.1,1234,0.911644,75,75,3072,250,265,6.16
dinov2-giant,cls_patch,clip_matched,1.0,1234,0.911289,75,75,3072,250,265,6.16
dinov2-giant,cls_patch,clip_matched,10.0,1234,0.910044,75,75,3072,250,265,6.16
dinov2-giant,cls_patch,aspect_matched,0.01,42,0.920711,75,75,3072,250,265,11.6
dinov2-giant,cls_patch,aspect_matched,0.1,42,0.92,75,75,3072,250,265,11.6
dinov2-giant,cls_patch,aspect_matched,1.0,42,0.920533,75,75,3072,250,265,11.6
dinov2-giant,cls_patch,aspect_matched,10.0,42,0.919111,75,75,3072,250,265,11.6
dinov2-giant,cls_patch,aspect_matched,0.01,7,0.940089,75,75,3072,250,265,11.6
dinov2-giant,cls_patch,aspect_matched,0.1,7,0.940622,75,75,3072,250,265,11.6
dinov2-giant,cls_patch,aspect_matched,1.0,7,0.940622,75,75,3072,250,265,11.6
dinov2-giant,cls_patch,aspect_matched,10.0,7,0.939022,75,75,3072,250,265,11.6
dinov2-giant,cls_patch,aspect_matched,0.01,17,0.945778,75,75,3072,250,265,11.6
dinov2-giant,cls_patch,aspect_matched,0.1,17,0.945422,75,75,3072,250,265,11.6
dinov2-giant,cls_patch,aspect_matched,1.0,17,0.946844,75,75,3072,250,265,11.6
dinov2-giant,cls_patch,aspect_matched,10.0,17,0.945956,75,75,3072,250,265,11.6
dinov2-giant,cls_patch,aspect_matched,0.01,23,0.955556,75,75,3072,250,265,11.6
dinov2-giant,cls_patch,aspect_matched,0.1,23,0.954844,75,75,3072,250,265,11.6
dinov2-giant,cls_patch,aspect_matched,1.0,23,0.951111,75,75,3072,250,265,11.6
dinov2-giant,cls_patch,aspect_matched,10.0,23,0.950578,75,75,3072,250,265,11.6
dinov2-giant,cls_patch,aspect_matched,0.01,99,0.954836,74,76,3072,250,265,11.6
dinov2-giant,cls_patch,aspect_matched,0.1,99,0.954836,74,76,3072,250,265,11.6
dinov2-giant,cls_patch,aspect_matched,1.0,99,0.954836,74,76,3072,250,265,11.6
dinov2-giant,cls_patch,aspect_matched,10.0,99,0.953058,74,76,3072,250,265,11.6
dinov2-giant,cls_patch,aspect_matched,0.01,1234,0.940978,75,75,3072,250,265,11.6
dinov2-giant,cls_patch,aspect_matched,0.1,1234,0.938844,75,75,3072,250,265,11.6
dinov2-giant,cls_patch,aspect_matched,1.0,1234,0.937067,75,75,3072,250,265,11.6
dinov2-giant,cls_patch,aspect_matched,10.0,1234,0.933867,75,75,3072,250,265,11.6
dinov2-giant,cls_patch,random,0.01,42,0.917867,75,75,3072,250,265,16.08
dinov2-giant,cls_patch,random,0.1,42,0.921956,75,75,3072,250,265,16.08
dinov2-giant,cls_patch,random,1.0,42,0.920889,75,75,3072,250,265,16.08
dinov2-giant,cls_patch,random,10.0,42,0.921244,75,75,3072,250,265,16.08
dinov2-giant,cls_patch,random,0.01,7,0.9584,75,75,3072,250,265,16.08
dinov2-giant,cls_patch,random,0.1,7,0.959289,75,75,3072,250,265,16.08
dinov2-giant,cls_patch,random,1.0,7,0.96,75,75,3072,250,265,16.08
dinov2-giant,cls_patch,random,10.0,7,0.954311,75,75,3072,250,265,16.08
dinov2-giant,cls_patch,random,0.01,17,0.924267,75,75,3072,250,265,16.08
dinov2-giant,cls_patch,random,0.1,17,0.926044,75,75,3072,250,265,16.08
dinov2-giant,cls_patch,random,1.0,17,0.925867,75,75,3072,250,265,16.08
dinov2-giant,cls_patch,random,10.0,17,0.928356,75,75,3072,250,265,16.08
dinov2-giant,cls_patch,random,0.01,23,0.948978,75,75,3072,250,265,16.08
dinov2-giant,cls_patch,random,0.1,23,0.950756,75,75,3072,250,265,16.08
dinov2-giant,cls_patch,random,1.0,23,0.948622,75,75,3072,250,265,16.08
dinov2-giant,cls_patch,random,10.0,23,0.949867,75,75,3072,250,265,16.08
dinov2-giant,cls_patch,random,0.01,99,0.929232,76,74,3072,250,265,16.08
dinov2-giant,cls_patch,random,0.1,99,0.928521,76,74,3072,250,265,16.08
dinov2-giant,cls_patch,random,1.0,99,0.927809,76,74,3072,250,265,16.08
dinov2-giant,cls_patch,random,10.0,99,0.927809,76,74,3072,250,265,16.08
dinov2-giant,cls_patch,random,0.01,1234,0.924089,75,75,3072,250,265,16.08
dinov2-giant,cls_patch,random,0.1,1234,0.923733,75,75,3072,250,265,16.08
dinov2-giant,cls_patch,random,1.0,1234,0.924444,75,75,3072,250,265,16.08
dinov2-giant,cls_patch,random,10.0,1234,0.922667,75,75,3072,250,265,16.08
dinov3-vitl16,cls,clip_matched,0.01,42,0.897244,75,75,1024,250,265,0.22
dinov3-vitl16,cls,clip_matched,0.1,42,0.892267,75,75,1024,250,265,0.22
dinov3-vitl16,cls,clip_matched,1.0,42,0.889244,75,75,1024,250,265,0.22
dinov3-vitl16,cls,clip_matched,10.0,42,0.884978,75,75,1024,250,265,0.22
dinov3-vitl16,cls,clip_matched,0.01,7,0.923733,75,75,1024,250,265,0.22
dinov3-vitl16,cls,clip_matched,0.1,7,0.913956,75,75,1024,250,265,0.22
dinov3-vitl16,cls,clip_matched,1.0,7,0.910044,75,75,1024,250,265,0.22
dinov3-vitl16,cls,clip_matched,10.0,7,0.907022,75,75,1024,250,265,0.22
dinov3-vitl16,cls,clip_matched,0.01,17,0.952,75,75,1024,250,265,0.22
dinov3-vitl16,cls,clip_matched,0.1,17,0.953778,75,75,1024,250,265,0.22
dinov3-vitl16,cls,clip_matched,1.0,17,0.955022,75,75,1024,250,265,0.22
dinov3-vitl16,cls,clip_matched,10.0,17,0.952711,75,75,1024,250,265,0.22
dinov3-vitl16,cls,clip_matched,0.01,23,0.9312,75,75,1024,250,265,0.22
dinov3-vitl16,cls,clip_matched,0.1,23,0.925156,75,75,1024,250,265,0.22
dinov3-vitl16,cls,clip_matched,1.0,23,0.923378,75,75,1024,250,265,0.22
dinov3-vitl16,cls,clip_matched,10.0,23,0.920889,75,75,1024,250,265,0.22
dinov3-vitl16,cls,clip_matched,0.01,99,0.932978,75,75,1024,250,265,0.22
dinov3-vitl16,cls,clip_matched,0.1,99,0.928889,75,75,1024,250,265,0.22
dinov3-vitl16,cls,clip_matched,1.0,99,0.926578,75,75,1024,250,265,0.22
dinov3-vitl16,cls,clip_matched,10.0,99,0.924622,75,75,1024,250,265,0.22
dinov3-vitl16,cls,clip_matched,0.01,1234,0.893156,75,75,1024,250,265,0.22
dinov3-vitl16,cls,clip_matched,0.1,1234,0.891911,75,75,1024,250,265,0.22
dinov3-vitl16,cls,clip_matched,1.0,1234,0.887644,75,75,1024,250,265,0.22
dinov3-vitl16,cls,clip_matched,10.0,1234,0.885333,75,75,1024,250,265,0.22
dinov3-vitl16,cls,aspect_matched,0.01,42,0.904533,75,75,1024,250,265,0.37
dinov3-vitl16,cls,aspect_matched,0.1,42,0.901333,75,75,1024,250,265,0.37
dinov3-vitl16,cls,aspect_matched,1.0,42,0.8992,75,75,1024,250,265,0.37
dinov3-vitl16,cls,aspect_matched,10.0,42,0.897244,75,75,1024,250,265,0.37
dinov3-vitl16,cls,aspect_matched,0.01,7,0.939556,75,75,1024,250,265,0.37
dinov3-vitl16,cls,aspect_matched,0.1,7,0.941333,75,75,1024,250,265,0.37
dinov3-vitl16,cls,aspect_matched,1.0,7,0.9408,75,75,1024,250,265,0.37
dinov3-vitl16,cls,aspect_matched,10.0,7,0.939911,75,75,1024,250,265,0.37
dinov3-vitl16,cls,aspect_matched,0.01,17,0.944889,75,75,1024,250,265,0.37
dinov3-vitl16,cls,aspect_matched,0.1,17,0.941689,75,75,1024,250,265,0.37
dinov3-vitl16,cls,aspect_matched,1.0,17,0.9408,75,75,1024,250,265,0.37
dinov3-vitl16,cls,aspect_matched,10.0,17,0.939022,75,75,1024,250,265,0.37
dinov3-vitl16,cls,aspect_matched,0.01,23,0.956444,75,75,1024,250,265,0.37
dinov3-vitl16,cls,aspect_matched,0.1,23,0.957867,75,75,1024,250,265,0.37
dinov3-vitl16,cls,aspect_matched,1.0,23,0.957689,75,75,1024,250,265,0.37
dinov3-vitl16,cls,aspect_matched,10.0,23,0.956622,75,75,1024,250,265,0.37
dinov3-vitl16,cls,aspect_matched,0.01,99,0.938834,74,76,1024,250,265,0.37
dinov3-vitl16,cls,aspect_matched,0.1,99,0.931543,74,76,1024,250,265,0.37
dinov3-vitl16,cls,aspect_matched,1.0,99,0.930121,74,76,1024,250,265,0.37
dinov3-vitl16,cls,aspect_matched,10.0,99,0.927098,74,76,1024,250,265,0.37
dinov3-vitl16,cls,aspect_matched,0.01,1234,0.931022,75,75,1024,250,265,0.37
dinov3-vitl16,cls,aspect_matched,0.1,1234,0.928711,75,75,1024,250,265,0.37
dinov3-vitl16,cls,aspect_matched,1.0,1234,0.926933,75,75,1024,250,265,0.37
dinov3-vitl16,cls,aspect_matched,10.0,1234,0.924089,75,75,1024,250,265,0.37
dinov3-vitl16,cls,random,0.01,42,0.910222,75,75,1024,250,265,0.53
dinov3-vitl16,cls,random,0.1,42,0.907733,75,75,1024,250,265,0.53
dinov3-vitl16,cls,random,1.0,42,0.907733,75,75,1024,250,265,0.53
dinov3-vitl16,cls,random,10.0,42,0.906311,75,75,1024,250,265,0.53
dinov3-vitl16,cls,random,0.01,7,0.942578,75,75,1024,250,265,0.53
dinov3-vitl16,cls,random,0.1,7,0.941156,75,75,1024,250,265,0.53
dinov3-vitl16,cls,random,1.0,7,0.9376,75,75,1024,250,265,0.53
dinov3-vitl16,cls,random,10.0,7,0.937244,75,75,1024,250,265,0.53
dinov3-vitl16,cls,random,0.01,17,0.915556,75,75,1024,250,265,0.53
dinov3-vitl16,cls,random,0.1,17,0.911289,75,75,1024,250,265,0.53
dinov3-vitl16,cls,random,1.0,17,0.911289,75,75,1024,250,265,0.53
dinov3-vitl16,cls,random,10.0,17,0.911111,75,75,1024,250,265,0.53
dinov3-vitl16,cls,random,0.01,23,0.931911,75,75,1024,250,265,0.53
dinov3-vitl16,cls,random,0.1,23,0.931378,75,75,1024,250,265,0.53
dinov3-vitl16,cls,random,1.0,23,0.930311,75,75,1024,250,265,0.53
dinov3-vitl16,cls,random,10.0,23,0.929156,75,75,1024,250,265,0.53
dinov3-vitl16,cls,random,0.01,99,0.939367,76,74,1024,250,265,0.53
dinov3-vitl16,cls,random,0.1,99,0.936166,76,74,1024,250,265,0.53
dinov3-vitl16,cls,random,1.0,99,0.933499,76,74,1024,250,265,0.53
dinov3-vitl16,cls,random,10.0,99,0.928165,76,74,1024,250,265,0.53
dinov3-vitl16,cls,random,0.01,1234,0.902933,75,75,1024,250,265,0.53
dinov3-vitl16,cls,random,0.1,1234,0.898489,75,75,1024,250,265,0.53
dinov3-vitl16,cls,random,1.0,1234,0.896356,75,75,1024,250,265,0.53
dinov3-vitl16,cls,random,10.0,1234,0.891378,75,75,1024,250,265,0.53
dinov3-vitl16,patch_mean,clip_matched,0.01,42,0.905956,75,75,1024,250,265,0.2
dinov3-vitl16,patch_mean,clip_matched,0.1,42,0.908267,75,75,1024,250,265,0.2
dinov3-vitl16,patch_mean,clip_matched,1.0,42,0.905778,75,75,1024,250,265,0.2
dinov3-vitl16,patch_mean,clip_matched,10.0,42,0.905067,75,75,1024,250,265,0.2
dinov3-vitl16,patch_mean,clip_matched,0.01,7,0.945244,75,75,1024,250,265,0.2
dinov3-vitl16,patch_mean,clip_matched,0.1,7,0.940089,75,75,1024,250,265,0.2
dinov3-vitl16,patch_mean,clip_matched,1.0,7,0.936,75,75,1024,250,265,0.2
dinov3-vitl16,patch_mean,clip_matched,10.0,7,0.930133,75,75,1024,250,265,0.2
dinov3-vitl16,patch_mean,clip_matched,0.01,17,0.924622,75,75,1024,250,265,0.2
dinov3-vitl16,patch_mean,clip_matched,0.1,17,0.929778,75,75,1024,250,265,0.2
dinov3-vitl16,patch_mean,clip_matched,1.0,17,0.929956,75,75,1024,250,265,0.2
dinov3-vitl16,patch_mean,clip_matched,10.0,17,0.932444,75,75,1024,250,265,0.2
dinov3-vitl16,patch_mean,clip_matched,0.01,23,0.935822,75,75,1024,250,265,0.2
dinov3-vitl16,patch_mean,clip_matched,0.1,23,0.9328,75,75,1024,250,265,0.2
dinov3-vitl16,patch_mean,clip_matched,1.0,23,0.933156,75,75,1024,250,265,0.2
dinov3-vitl16,patch_mean,clip_matched,10.0,23,0.931289,75,75,1024,250,265,0.2
dinov3-vitl16,patch_mean,clip_matched,0.01,99,0.930133,75,75,1024,250,265,0.2
dinov3-vitl16,patch_mean,clip_matched,0.1,99,0.928178,75,75,1024,250,265,0.2
dinov3-vitl16,patch_mean,clip_matched,1.0,99,0.925511,75,75,1024,250,265,0.2
dinov3-vitl16,patch_mean,clip_matched,10.0,99,0.925333,75,75,1024,250,265,0.2
dinov3-vitl16,patch_mean,clip_matched,0.01,1234,0.925689,75,75,1024,250,265,0.2
dinov3-vitl16,patch_mean,clip_matched,0.1,1234,0.928889,75,75,1024,250,265,0.2
dinov3-vitl16,patch_mean,clip_matched,1.0,1234,0.927822,75,75,1024,250,265,0.2
dinov3-vitl16,patch_mean,clip_matched,10.0,1234,0.927289,75,75,1024,250,265,0.2
dinov3-vitl16,patch_mean,aspect_matched,0.01,42,0.937956,75,75,1024,250,265,0.37
dinov3-vitl16,patch_mean,aspect_matched,0.1,42,0.932978,75,75,1024,250,265,0.37
dinov3-vitl16,patch_mean,aspect_matched,1.0,42,0.9264,75,75,1024,250,265,0.37
dinov3-vitl16,patch_mean,aspect_matched,10.0,42,0.924978,75,75,1024,250,265,0.37
dinov3-vitl16,patch_mean,aspect_matched,0.01,7,0.939022,75,75,1024,250,265,0.37
dinov3-vitl16,patch_mean,aspect_matched,0.1,7,0.933511,75,75,1024,250,265,0.37
dinov3-vitl16,patch_mean,aspect_matched,1.0,7,0.928533,75,75,1024,250,265,0.37
dinov3-vitl16,patch_mean,aspect_matched,10.0,7,0.922311,75,75,1024,250,265,0.37
dinov3-vitl16,patch_mean,aspect_matched,0.01,17,0.931556,75,75,1024,250,265,0.37
dinov3-vitl16,patch_mean,aspect_matched,0.1,17,0.929956,75,75,1024,250,265,0.37
dinov3-vitl16,patch_mean,aspect_matched,1.0,17,0.927822,75,75,1024,250,265,0.37
dinov3-vitl16,patch_mean,aspect_matched,10.0,17,0.924711,75,75,1024,250,265,0.37
dinov3-vitl16,patch_mean,aspect_matched,0.01,23,0.954311,75,75,1024,250,265,0.37
dinov3-vitl16,patch_mean,aspect_matched,0.1,23,0.951467,75,75,1024,250,265,0.37
dinov3-vitl16,patch_mean,aspect_matched,1.0,23,0.947289,75,75,1024,250,265,0.37
dinov3-vitl16,patch_mean,aspect_matched,10.0,23,0.940622,75,75,1024,250,265,0.37
dinov3-vitl16,patch_mean,aspect_matched,0.01,99,0.954659,74,76,1024,250,265,0.37
dinov3-vitl16,patch_mean,aspect_matched,0.1,99,0.947546,74,76,1024,250,265,0.37
dinov3-vitl16,patch_mean,aspect_matched,1.0,99,0.941501,74,76,1024,250,265,0.37
dinov3-vitl16,patch_mean,aspect_matched,10.0,99,0.934744,74,76,1024,250,265,0.37
dinov3-vitl16,patch_mean,aspect_matched,0.01,1234,0.947022,75,75,1024,250,265,0.37
dinov3-vitl16,patch_mean,aspect_matched,0.1,1234,0.944178,75,75,1024,250,265,0.37
dinov3-vitl16,patch_mean,aspect_matched,1.0,1234,0.942044,75,75,1024,250,265,0.37
dinov3-vitl16,patch_mean,aspect_matched,10.0,1234,0.937067,75,75,1024,250,265,0.37
dinov3-vitl16,patch_mean,random,0.01,42,0.9232,75,75,1024,250,265,0.55
dinov3-vitl16,patch_mean,random,0.1,42,0.921422,75,75,1024,250,265,0.55
dinov3-vitl16,patch_mean,random,1.0,42,0.919822,75,75,1024,250,265,0.55
dinov3-vitl16,patch_mean,random,10.0,42,0.92,75,75,1024,250,265,0.55
dinov3-vitl16,patch_mean,random,0.01,7,0.956267,75,75,1024,250,265,0.55
dinov3-vitl16,patch_mean,random,0.1,7,0.953956,75,75,1024,250,265,0.55
dinov3-vitl16,patch_mean,random,1.0,7,0.951289,75,75,1024,250,265,0.55
dinov3-vitl16,patch_mean,random,10.0,7,0.947733,75,75,1024,250,265,0.55
dinov3-vitl16,patch_mean,random,0.01,17,0.925867,75,75,1024,250,265,0.55
dinov3-vitl16,patch_mean,random,0.1,17,0.929422,75,75,1024,250,265,0.55
dinov3-vitl16,patch_mean,random,1.0,17,0.926933,75,75,1024,250,265,0.55
dinov3-vitl16,patch_mean,random,10.0,17,0.925333,75,75,1024,250,265,0.55
dinov3-vitl16,patch_mean,random,0.01,23,0.931556,75,75,1024,250,265,0.55
dinov3-vitl16,patch_mean,random,0.1,23,0.930133,75,75,1024,250,265,0.55
dinov3-vitl16,patch_mean,random,1.0,23,0.929778,75,75,1024,250,265,0.55
dinov3-vitl16,patch_mean,random,10.0,23,0.929067,75,75,1024,250,265,0.55
dinov3-vitl16,patch_mean,random,0.01,99,0.92692,76,74,1024,250,265,0.55
dinov3-vitl16,patch_mean,random,0.1,99,0.92372,76,74,1024,250,265,0.55
dinov3-vitl16,patch_mean,random,1.0,99,0.921942,76,74,1024,250,265,0.55
dinov3-vitl16,patch_mean,random,10.0,99,0.916607,76,74,1024,250,265,0.55
dinov3-vitl16,patch_mean,random,0.01,1234,0.925867,75,75,1024,250,265,0.55
dinov3-vitl16,patch_mean,random,0.1,1234,0.9312,75,75,1024,250,265,0.55
dinov3-vitl16,patch_mean,random,1.0,1234,0.933689,75,75,1024,250,265,0.55
dinov3-vitl16,patch_mean,random,10.0,1234,0.934933,75,75,1024,250,265,0.55
dinov3-vitl16,patch_gem,clip_matched,0.01,42,0.904889,75,75,1024,250,265,0.21
dinov3-vitl16,patch_gem,clip_matched,0.1,42,0.905244,75,75,1024,250,265,0.21
dinov3-vitl16,patch_gem,clip_matched,1.0,42,0.9056,75,75,1024,250,265,0.21
dinov3-vitl16,patch_gem,clip_matched,10.0,42,0.905778,75,75,1024,250,265,0.21
dinov3-vitl16,patch_gem,clip_matched,0.01,7,0.925689,75,75,1024,250,265,0.21
dinov3-vitl16,patch_gem,clip_matched,0.1,7,0.918756,75,75,1024,250,265,0.21
dinov3-vitl16,patch_gem,clip_matched,1.0,7,0.916267,75,75,1024,250,265,0.21
dinov3-vitl16,patch_gem,clip_matched,10.0,7,0.915733,75,75,1024,250,265,0.21
dinov3-vitl16,patch_gem,clip_matched,0.01,17,0.923911,75,75,1024,250,265,0.21
dinov3-vitl16,patch_gem,clip_matched,0.1,17,0.932089,75,75,1024,250,265,0.21
dinov3-vitl16,patch_gem,clip_matched,1.0,17,0.934044,75,75,1024,250,265,0.21
dinov3-vitl16,patch_gem,clip_matched,10.0,17,0.935822,75,75,1024,250,265,0.21
dinov3-vitl16,patch_gem,clip_matched,0.01,23,0.938489,75,75,1024,250,265,0.21
dinov3-vitl16,patch_gem,clip_matched,0.1,23,0.934044,75,75,1024,250,265,0.21
dinov3-vitl16,patch_gem,clip_matched,1.0,23,0.9344,75,75,1024,250,265,0.21
dinov3-vitl16,patch_gem,clip_matched,10.0,23,0.932356,75,75,1024,250,265,0.21
dinov3-vitl16,patch_gem,clip_matched,0.01,99,0.933867,75,75,1024,250,265,0.21
dinov3-vitl16,patch_gem,clip_matched,0.1,99,0.930311,75,75,1024,250,265,0.21
dinov3-vitl16,patch_gem,clip_matched,1.0,99,0.929956,75,75,1024,250,265,0.21
dinov3-vitl16,patch_gem,clip_matched,10.0,99,0.927289,75,75,1024,250,265,0.21
dinov3-vitl16,patch_gem,clip_matched,0.01,1234,0.908089,75,75,1024,250,265,0.21
dinov3-vitl16,patch_gem,clip_matched,0.1,1234,0.911822,75,75,1024,250,265,0.21
dinov3-vitl16,patch_gem,clip_matched,1.0,1234,0.9104,75,75,1024,250,265,0.21
dinov3-vitl16,patch_gem,clip_matched,10.0,1234,0.908444,75,75,1024,250,265,0.21
dinov3-vitl16,patch_gem,aspect_matched,0.01,42,0.930133,75,75,1024,250,265,0.38
dinov3-vitl16,patch_gem,aspect_matched,0.1,42,0.922133,75,75,1024,250,265,0.38
dinov3-vitl16,patch_gem,aspect_matched,1.0,42,0.918222,75,75,1024,250,265,0.38
dinov3-vitl16,patch_gem,aspect_matched,10.0,42,0.913244,75,75,1024,250,265,0.38
dinov3-vitl16,patch_gem,aspect_matched,0.01,7,0.926044,75,75,1024,250,265,0.38
dinov3-vitl16,patch_gem,aspect_matched,0.1,7,0.921956,75,75,1024,250,265,0.38
dinov3-vitl16,patch_gem,aspect_matched,1.0,7,0.917511,75,75,1024,250,265,0.38
dinov3-vitl16,patch_gem,aspect_matched,10.0,7,0.909689,75,75,1024,250,265,0.38
dinov3-vitl16,patch_gem,aspect_matched,0.01,17,0.922667,75,75,1024,250,265,0.38
dinov3-vitl16,patch_gem,aspect_matched,0.1,17,0.920711,75,75,1024,250,265,0.38
dinov3-vitl16,patch_gem,aspect_matched,1.0,17,0.920711,75,75,1024,250,265,0.38
dinov3-vitl16,patch_gem,aspect_matched,10.0,17,0.921867,75,75,1024,250,265,0.38
dinov3-vitl16,patch_gem,aspect_matched,0.01,23,0.946133,75,75,1024,250,265,0.38
dinov3-vitl16,patch_gem,aspect_matched,0.1,23,0.938311,75,75,1024,250,265,0.38
dinov3-vitl16,patch_gem,aspect_matched,1.0,23,0.937778,75,75,1024,250,265,0.38
dinov3-vitl16,patch_gem,aspect_matched,10.0,23,0.930133,75,75,1024,250,265,0.38
dinov3-vitl16,patch_gem,aspect_matched,0.01,99,0.946302,74,76,1024,250,265,0.38
dinov3-vitl16,patch_gem,aspect_matched,0.1,99,0.941145,74,76,1024,250,265,0.38
dinov3-vitl16,patch_gem,aspect_matched,1.0,99,0.937055,74,76,1024,250,265,0.38
dinov3-vitl16,patch_gem,aspect_matched,10.0,99,0.934566,74,76,1024,250,265,0.38
dinov3-vitl16,patch_gem,aspect_matched,0.01,1234,0.9328,75,75,1024,250,265,0.38
dinov3-vitl16,patch_gem,aspect_matched,0.1,1234,0.926578,75,75,1024,250,265,0.38
dinov3-vitl16,patch_gem,aspect_matched,1.0,1234,0.924267,75,75,1024,250,265,0.38
dinov3-vitl16,patch_gem,aspect_matched,10.0,1234,0.920889,75,75,1024,250,265,0.38
dinov3-vitl16,patch_gem,random,0.01,42,0.915556,75,75,1024,250,265,0.55
dinov3-vitl16,patch_gem,random,0.1,42,0.918044,75,75,1024,250,265,0.55
dinov3-vitl16,patch_gem,random,1.0,42,0.919111,75,75,1024,250,265,0.55
dinov3-vitl16,patch_gem,random,10.0,42,0.913244,75,75,1024,250,265,0.55
dinov3-vitl16,patch_gem,random,0.01,7,0.952711,75,75,1024,250,265,0.55
dinov3-vitl16,patch_gem,random,0.1,7,0.953067,75,75,1024,250,265,0.55
dinov3-vitl16,patch_gem,random,1.0,7,0.953422,75,75,1024,250,265,0.55
dinov3-vitl16,patch_gem,random,10.0,7,0.950933,75,75,1024,250,265,0.55
dinov3-vitl16,patch_gem,random,0.01,17,0.916622,75,75,1024,250,265,0.55
dinov3-vitl16,patch_gem,random,0.1,17,0.922133,75,75,1024,250,265,0.55
dinov3-vitl16,patch_gem,random,1.0,17,0.924089,75,75,1024,250,265,0.55
dinov3-vitl16,patch_gem,random,10.0,17,0.923378,75,75,1024,250,265,0.55
dinov3-vitl16,patch_gem,random,0.01,23,0.935467,75,75,1024,250,265,0.55
dinov3-vitl16,patch_gem,random,0.1,23,0.936,75,75,1024,250,265,0.55
dinov3-vitl16,patch_gem,random,1.0,23,0.936,75,75,1024,250,265,0.55
